I	1	0
I	2	0
I	3	0
I	4	0
I	5	0
I	6	0
I	7	0
I	8	0
I	9	0
I	10	0
I	11	0
I	12	0
I	13	0
I	14	0
I	15	0
I	16	0
I	17	0
I	18	0
I	19	0
I	20	0
I	21	0
I	22	0
I	23	0
I	24	0
I	25	0
I	26	0
I	27	0
I	28	0
I	29	0
I	30	0
I	31	0
I	32	0
I	33	0
I	34	0
I	35	0
I	36	0
I	37	0
I	38	0
I	39	0
I	40	0
I	41	0
I	42	0
I	43	0
I	44	0
I	45	0
I	46	0
I	47	0
I	48	0
I	49	0
I	50	0
I	51	0
I	52	0
I	53	0
I	54	0
I	55	0
I	56	0
I	57	0
I	58	0
I	59	0
I	60	0
I	61	0
I	62	0
I	63	0
I	64	0
I	65	0
I	66	0
I	67	0
I	68	0
I	69	0
I	70	0
I	71	0
I	72	0
I	73	0
I	74	0
I	75	0
I	76	0
I	77	0
I	78	0
I	79	0
I	80	0
I	81	0
I	82	0
I	83	0
I	84	0
I	85	0
I	86	0
I	87	0
I	88	0
I	89	0
I	90	0
I	91	0
I	92	0
I	93	0
I	94	0
I	95	0
I	96	0
I	97	0
I	98	0
I	99	0
I	100	0
I	101	0
I	102	0
I	103	0
I	104	0
I	105	0
I	106	0
I	107	0
I	108	0
I	109	0
I	110	0
I	111	0
I	112	0
I	113	0
I	114	0
I	115	0
I	116	0
I	117	0
I	118	0
I	119	0
I	120	0
I	121	0
I	122	0
I	123	0
I	124	0
I	125	0
I	126	0
I	127	0
I	128	0
I	129	0
I	130	0
I	131	0
I	132	0
I	133	0
I	134	0
I	135	0
I	136	0
I	137	0
I	138	0
I	139	0
I	140	0
I	141	0
I	142	0
I	143	0
I	144	0
I	145	0
I	146	0
I	147	0
I	148	0
I	149	0
I	150	0
I	151	0
I	152	0
I	153	0
I	154	0
I	155	0
I	156	0
I	157	0
I	158	0
I	159	0
I	160	0
I	161	0
I	162	0
I	163	0
I	164	0
I	165	0
I	166	0
I	167	0
I	168	0
I	169	0
I	170	0
I	171	0
I	172	0
I	173	0
I	174	0
I	175	0
I	176	0
I	177	0
I	178	0
I	179	0
I	180	0
I	181	0
I	182	0
I	183	0
I	184	0
I	185	0
I	186	0
I	187	0
I	188	0
I	189	0
I	190	0
I	191	0
I	192	0
I	193	0
I	194	0
I	195	0
I	196	0
I	197	0
I	198	0
I	199	0
I	200	0
I	201	0
I	202	0
I	203	0
I	204	0
I	205	0
I	206	0
I	207	0
I	208	0
I	209	0
I	210	0
I	211	0
I	212	0
I	213	0
I	214	0
I	215	0
I	216	0
I	217	0
I	218	0
I	219	0
I	220	0
I	221	0
I	222	0
I	223	0
I	224	0
I	225	0
I	226	0
I	227	0
I	228	0
I	229	0
I	230	0
I	231	0
I	232	1
I	233	1
I	234	1
I	235	1
I	236	1
I	237	1
I	238	1
I	239	1
I	240	1
I	241	1
I	242	1
I	243	1
I	244	1
I	245	1
I	246	1
I	247	1
I	248	1
I	249	1
I	250	1
I	251	1
I	252	1
I	253	1
I	254	1
I	255	1
I	256	1
I	257	1
I	258	1
I	259	1
I	260	1
I	261	1
I	262	1
I	263	1
I	264	1
I	265	1
I	266	1
I	267	1
I	268	1
I	269	1
I	270	1
I	271	1
I	272	1
I	273	1
I	274	1
I	275	1
I	276	1
I	277	1
I	278	1
I	279	1
I	280	1
I	281	1
I	282	1
I	283	1
I	284	1
I	285	1
I	286	1
I	287	1
I	288	1
I	289	1
I	290	1
I	291	1
I	292	1
I	293	1
I	294	1
I	295	1
I	296	1
I	297	1
I	298	1
I	299	1
I	300	1
I	301	1
I	302	1
I	303	1
I	304	1
I	305	1
I	306	1
I	307	1
I	308	1
I	309	1
I	310	1
I	311	0
I	312	1
I	313	1
I	314	1
I	315	1
I	316	1
I	317	1
I	318	1
I	319	1
I	320	1
I	321	1
I	322	1
I	323	1
I	324	1
I	325	1
I	326	1
I	327	1
I	328	1
I	329	1
I	330	1
I	331	1
I	332	1
I	333	0
I	334	0
I	335	0
I	336	0
I	337	0
I	338	0
I	339	0
